City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
451,Margate,51.3813,1.3862,59.88,64,75,1.01,broken clouds,GB,2022-04-17 16:00:38
452,Kiryat Gat,31.61,34.7642,95.68,31,1,10.09,clear sky,IL,2022-04-17 16:00:39
453,Karasjok,69.4719,25.5112,39.18,95,100,11.03,light rain,NO,2022-04-17 16:00:39
454,Anamur,36.0751,32.8369,69.71,43,99,13.51,light rain,TR,2022-04-17 16:00:40
455,Takoradze,4.8845,-1.7554,83.39,75,100,12.17,light rain,GH,2022-04-17 16:00:40
456,Floriano,-6.7669,-43.0225,88.83,60,57,2.08,broken clouds,BR,2022-04-17 16:00:40
457,Port Hedland,-20.3167,118.5667,78.85,89,17,4.61,few clouds,AU,2022-04-17 15:58:07
458,Soe,-9.8607,124.284,66.49,93,100,3.91,overcast clouds,ID,2022-04-17 16:00:41
459,Jinotega,13.0917,-86.0018,82.49,36,30,7.65,scattered clouds,NI,2022-04-17 16:00:41
460,Elizabeth City,36.2946,-76.2511,64.42,61,98,1.01,overcast clouds,US,2022-04-17 16:00:42
461,San Patricio,28.017,-97.5169,84.29,61,80,10.22,broken clouds,US,2022-04-17 15:56:23
462,Evensk,61.95,159.2333,23.68,84,100,8.48,overcast clouds,RU,2022-04-17 15:57:23
463,Bogotol,56.2078,89.5342,44.26,92,100,8.52,overcast clouds,RU,2022-04-17 16:00:42
464,Clyde River,70.4692,-68.5914,-5.93,92,99,5.59,overcast clouds,CA,2022-04-17 16:00:43
465,Kapurthala Town,31.3794,75.3847,86.23,12,10,4.38,clear sky,IN,2022-04-17 16:00:43
466,Pangai,-19.8,-174.35,80.87,77,69,11.7,broken clouds,TO,2022-04-17 16:00:44
467,Kupang,-10.1667,123.5833,79.0,85,98,7.05,overcast clouds,ID,2022-04-17 16:00:44
468,Tura,25.5198,90.2201,69.67,81,2,8.95,clear sky,IN,2022-04-17 16:00:28
469,Brae,60.3964,-1.353,50.34,85,100,13.11,overcast clouds,GB,2022-04-17 16:00:45
470,Kumluca,36.3703,30.2869,69.4,39,100,2.86,light rain,TR,2022-04-17 16:00:45
471,Masuda,34.6667,131.85,51.3,45,100,4.74,overcast clouds,JP,2022-04-17 16:00:46
472,La Reforma,18.1,-91.0167,88.21,47,2,11.1,clear sky,MX,2022-04-17 16:00:46
473,Nazarovo,56.0064,90.3914,47.41,85,100,6.08,overcast clouds,RU,2022-04-17 16:00:46
474,Banda Aceh,5.5577,95.3222,80.65,73,41,4.72,scattered clouds,ID,2022-04-17 15:56:24
475,Mikuni,36.2171,136.1519,51.8,72,1,5.12,clear sky,JP,2022-04-17 16:00:47
476,Benguela,-12.5763,13.4055,79.21,84,68,5.12,moderate rain,AO,2022-04-17 16:00:33
477,Mount Isa,-20.7333,139.5,64.17,48,0,0.0,clear sky,AU,2022-04-17 16:00:48
478,Santa Flavia,38.085,13.5351,55.13,87,97,13.0,overcast clouds,IT,2022-04-17 16:00:48
479,Kholmogory,64.2229,41.656,34.12,98,100,6.08,light snow,RU,2022-04-17 16:00:49
480,Muaná,-1.5283,-49.2167,84.92,73,76,3.4,broken clouds,BR,2022-04-17 16:00:49
481,Byron Bay,-28.65,153.6167,63.95,84,85,6.71,overcast clouds,AU,2022-04-17 15:59:21
482,Jalingo,8.8833,11.3667,76.35,78,85,2.68,moderate rain,NG,2022-04-17 16:00:50
483,Sabang,5.8933,95.3214,83.93,67,71,5.26,broken clouds,ID,2022-04-17 16:00:50
484,Atar,20.5169,-13.0499,102.25,18,4,18.41,sand,MR,2022-04-17 15:58:53
485,Nanortalik,60.1432,-45.2371,30.92,79,100,6.44,overcast clouds,GL,2022-04-17 16:00:51
486,Bagdarin,54.4333,113.6,30.61,90,100,4.32,overcast clouds,RU,2022-04-17 16:00:51
487,Vozhega,60.4725,40.2213,34.47,91,100,3.65,overcast clouds,RU,2022-04-17 16:00:52
488,Guerrero Negro,27.9769,-114.0611,65.01,67,50,14.29,scattered clouds,MX,2022-04-17 16:00:52
489,Kruisfontein,-34.0033,24.7314,63.88,76,31,5.57,scattered clouds,ZA,2022-04-17 16:00:53
490,Santa Cruz de la Sierra,-17.8,-63.1667,78.85,38,40,16.11,scattered clouds,BO,2022-04-17 15:59:33
491,Kolpny,52.2282,37.0368,41.5,88,100,10.78,overcast clouds,RU,2022-04-17 16:00:53
492,Yazman,29.1212,71.7446,94.95,11,56,19.98,broken clouds,PK,2022-04-17 16:00:54
493,Phalombe,-15.8064,35.6507,68.77,93,49,5.28,scattered clouds,MW,2022-04-17 16:00:54
494,Nizhniy Ufaley,55.9153,59.9842,36.01,78,62,2.37,broken clouds,RU,2022-04-17 16:00:55
495,Banfora,10.6333,-4.7667,95.02,28,91,5.59,overcast clouds,BF,2022-04-17 16:01:55
496,Buin,-33.7333,-70.75,71.87,29,0,5.77,clear sky,CL,2022-04-17 16:01:55
497,Carutapera,-1.195,-46.02,84.96,71,62,4.76,broken clouds,BR,2022-04-17 16:01:56
498,Pacific Grove,36.6177,-121.9166,50.09,86,3,7.0,clear sky,US,2022-04-17 16:01:56
499,Jaguaruna,-28.615,-49.0256,70.25,57,86,6.38,overcast clouds,BR,2022-04-17 16:01:57
500,Malgrat de Mar,41.6466,2.7414,69.98,52,12,7.0,few clouds,ES,2022-04-17 16:01:57
501,Kununurra,-15.7667,128.7333,76.98,88,17,1.14,few clouds,AU,2022-04-17 16:01:57
502,Pasichna,48.5715,24.43,36.05,75,97,6.64,overcast clouds,UA,2022-04-17 16:01:58
503,Honningsvåg,70.9821,25.9704,40.75,93,100,24.16,overcast clouds,NO,2022-04-17 16:01:58
504,Derzhavīnsk,51.1,66.3167,57.13,54,98,6.91,overcast clouds,KZ,2022-04-17 16:01:59
505,Mount Gambier,-37.8333,140.7667,55.31,100,100,6.91,mist,AU,2022-04-17 16:01:59
506,Kitami,43.8031,143.8908,39.11,87,63,5.28,broken clouds,JP,2022-04-17 16:02:00
507,Vangaindrano,-23.35,47.6,74.25,86,1,5.35,clear sky,MG,2022-04-17 16:02:00
508,Geraldton,-28.7667,114.6,61.21,63,18,16.11,few clouds,AU,2022-04-17 16:02:00
509,Novozavedennoye,44.2628,43.6381,63.7,64,53,7.58,broken clouds,RU,2022-04-17 16:02:01
510,Carndonagh,55.25,-7.2667,55.02,95,100,7.09,moderate rain,IE,2022-04-17 16:02:01
511,Coquimbo,-29.9533,-71.3436,63.03,69,30,6.73,scattered clouds,CL,2022-04-17 16:02:02
512,Galveston,29.3669,-94.9669,82.04,84,100,9.22,haze,US,2022-04-17 16:02:03
513,North Branch,45.5113,-92.9802,42.98,55,82,5.01,broken clouds,US,2022-04-17 15:58:49
514,Gavrilov-Yam,57.3018,39.8533,44.44,66,23,7.34,few clouds,RU,2022-04-17 16:02:03
515,Magadan,59.5667,150.8,21.43,81,100,5.84,overcast clouds,RU,2022-04-17 16:02:04
516,St. George's,12.0564,-61.7485,83.88,70,20,25.32,few clouds,GD,2022-04-17 15:59:29
517,Kouqian,43.6391,126.4578,44.02,32,99,1.95,overcast clouds,CN,2022-04-17 16:02:04
518,Águilas,37.4063,-1.5829,69.66,58,3,7.11,clear sky,ES,2022-04-17 15:59:27
519,Warri,5.5167,5.75,76.95,93,100,6.04,overcast clouds,NG,2022-04-17 16:02:05
520,Laguna,38.421,-121.4238,59.09,77,0,9.22,clear sky,US,2022-04-17 15:58:40
521,Tadine,-21.55,167.8833,75.47,79,87,3.58,overcast clouds,NC,2022-04-17 16:02:05
522,Buala,-8.145,159.5921,79.57,82,98,6.22,light rain,SB,2022-04-17 16:02:06
523,Lorengau,-2.0226,147.2712,81.27,81,65,4.83,broken clouds,PG,2022-04-17 16:02:06
524,Almeria,37.1667,-2.3333,77.43,35,10,4.92,clear sky,ES,2022-04-17 16:02:07
525,Selje,62.0459,5.351,63.37,74,94,10.87,overcast clouds,NO,2022-04-17 16:02:07
526,Hīt,33.6416,42.8251,77.36,14,0,6.17,clear sky,IQ,2022-04-17 16:02:07
527,Suntar,62.1444,117.6319,34.29,98,100,8.81,snow,RU,2022-04-17 16:02:08
528,Charlotte,35.2271,-80.8431,74.88,50,48,1.01,scattered clouds,US,2022-04-17 16:01:24
529,Casper,42.8666,-106.3131,45.72,35,64,11.01,broken clouds,US,2022-04-17 16:02:08
530,Takhtamygda,54.1,123.5667,26.82,54,88,2.42,overcast clouds,RU,2022-04-17 16:02:09
531,Hamilton,39.1834,-84.5333,46.26,46,0,10.36,clear sky,US,2022-04-17 16:02:09
532,Chara,56.9064,118.2631,26.74,92,100,4.92,snow,RU,2022-04-17 16:02:10
533,Hirara,24.8,125.2833,70.81,68,65,10.8,broken clouds,JP,2022-04-17 16:02:10
534,Sampit,-2.5333,112.95,75.87,89,100,2.68,overcast clouds,ID,2022-04-17 16:02:10
535,Maïné Soroa,13.2114,12.0241,102.51,8,90,8.48,overcast clouds,NE,2022-04-17 16:02:11
536,Humboldt,40.6665,-123.9178,38.12,68,100,1.7,overcast clouds,US,2022-04-17 16:02:11
537,Pontes e Lacerda,-15.2261,-59.3353,83.1,57,1,7.25,clear sky,BR,2022-04-17 16:00:00
538,Luwuk,-0.9516,122.7875,77.83,81,99,2.57,overcast clouds,ID,2022-04-17 16:02:12
539,Mariehamn,60.0973,19.9348,40.86,75,75,8.05,broken clouds,AX,2022-04-17 16:02:12
540,Dudinka,69.4058,86.1778,7.0,94,100,12.97,overcast clouds,RU,2022-04-17 16:03:13
541,Kabanjahe,3.1001,98.4908,65.12,98,98,0.72,overcast clouds,ID,2022-04-17 16:03:13
542,Fairbanks,64.8378,-147.7164,11.61,85,5,4.34,clear sky,US,2022-04-17 16:00:04
543,Włocławek,52.6482,19.0678,49.98,46,54,8.63,broken clouds,PL,2022-04-17 16:03:14
544,Mae Sot,16.7167,98.5667,79.07,73,59,1.95,broken clouds,TH,2022-04-17 16:03:14
545,Antofagasta,-23.65,-70.4,67.32,65,19,9.06,few clouds,CL,2022-04-17 16:00:02
546,Oodweyne,9.4092,45.064,82.24,31,89,3.62,overcast clouds,SO,2022-04-17 16:03:15
547,Panjāb,34.388,67.0233,56.68,36,100,12.46,overcast clouds,AF,2022-04-17 16:03:15
548,Boma,7.0805,-2.1697,85.82,55,97,1.74,overcast clouds,GH,2022-04-17 16:03:15
549,Erdaojiang,41.7764,126.0319,47.73,52,94,1.68,overcast clouds,CN,2022-04-17 16:03:16
550,Vanimo,-2.6741,141.3028,78.89,87,90,2.73,overcast clouds,PG,2022-04-17 16:03:16
551,Sinjār,36.3209,41.8754,69.37,22,22,5.28,few clouds,IQ,2022-04-17 16:03:17
552,Mezen',65.8522,44.24,33.87,98,100,9.71,light snow,RU,2022-04-17 16:03:17
553,Xinzhi,36.4989,111.7047,56.17,42,92,2.8,overcast clouds,CN,2022-04-17 16:03:17
554,French Harbor,16.35,-86.4333,84.07,78,20,13.8,few clouds,HN,2022-04-17 16:03:18
555,Inta,66.0317,60.1659,25.29,88,100,8.03,overcast clouds,RU,2022-04-17 16:03:18
556,Taksimo,56.3444,114.8794,29.07,96,100,1.45,overcast clouds,RU,2022-04-17 16:03:19
557,Vestmanna,62.1564,-7.1664,47.32,100,100,10.36,overcast clouds,FO,2022-04-17 16:03:19
558,Fort Nelson,58.8053,-122.7002,11.98,84,100,7.31,overcast clouds,CA,2022-04-17 16:03:20
559,Hare Bay,48.8499,-54.0148,54.19,49,63,16.11,broken clouds,CA,2022-04-17 16:03:20
560,Flinders,-34.5833,150.8552,63.18,88,51,7.74,broken clouds,AU,2022-04-17 16:02:29
561,Ouésso,1.6136,16.0517,83.61,63,86,2.8,overcast clouds,CG,2022-04-17 16:03:21
562,Pāsighāt,28.0667,95.3333,67.15,94,100,3.89,overcast clouds,IN,2022-04-17 16:03:21
563,Santa Vitória do Palmar,-33.5189,-53.3681,71.44,52,89,9.24,overcast clouds,BR,2022-04-17 16:00:41
564,Hualmay,-11.0964,-77.6139,71.15,73,50,8.7,scattered clouds,PE,2022-04-17 16:03:21
565,Japura,-0.3167,102.35,75.24,97,63,1.74,broken clouds,ID,2022-04-17 16:03:22
566,Sinnamary,5.3833,-52.95,82.22,73,62,9.98,broken clouds,GF,2022-04-17 16:03:22
567,Egvekinot,66.3167,-179.1667,20.61,91,89,9.44,overcast clouds,RU,2022-04-17 16:03:23
568,Mangan,27.5167,88.5333,68.02,70,16,5.3,few clouds,IN,2022-04-17 16:01:06
569,Binzhou,37.3667,118.0167,58.24,34,100,5.1,overcast clouds,CN,2022-04-17 16:03:23
570,Kīhei,20.785,-156.4656,72.84,78,40,5.75,scattered clouds,US,2022-04-17 16:03:24
571,Kapoeta,4.7717,33.5903,88.39,39,95,8.14,overcast clouds,SS,2022-04-17 16:03:24
572,Bubaque,11.2833,-15.8333,77.29,66,45,17.56,scattered clouds,GW,2022-04-17 16:03:24
573,Popondetta,-8.7537,148.2534,74.28,92,84,3.0,broken clouds,PG,2022-04-17 16:03:25
574,Lālmohan,22.3384,90.7419,81.68,86,31,9.55,scattered clouds,BD,2022-04-17 16:03:25
575,Tambura,5.6,27.4667,85.66,41,89,3.87,overcast clouds,SS,2022-04-17 16:00:36
576,Thinadhoo,0.5333,72.9333,83.91,70,85,9.26,overcast clouds,MV,2022-04-17 16:03:26
577,Inírida,3.8653,-67.9239,87.51,60,64,1.81,broken clouds,CO,2022-04-17 16:03:26
578,Enid,36.3956,-97.8784,58.01,59,100,1.99,overcast clouds,US,2022-04-17 16:00:31
579,Xinqing,48.2333,129.5,28.69,74,5,2.89,clear sky,CN,2022-04-17 16:03:27
580,Constitución,-35.3333,-72.4167,62.02,64,79,4.54,broken clouds,CL,2022-04-17 16:01:44
581,Colina,-20.7133,-48.5408,80.28,44,0,1.39,clear sky,BR,2022-04-17 16:03:27
582,Promissão,-21.5367,-49.8581,77.81,45,0,6.82,clear sky,BR,2022-04-17 16:00:15
583,Tucuruí,-3.7661,-49.6725,85.95,73,78,1.39,broken clouds,BR,2022-04-17 16:03:28
584,Palmer,42.1584,-72.3287,44.65,57,60,5.99,broken clouds,US,2022-04-17 16:03:28
585,North Bend,43.4065,-124.2243,43.07,100,100,3.96,overcast clouds,US,2022-04-17 16:00:20
586,Monte Alegre,-2.0078,-54.0692,86.4,64,99,1.74,overcast clouds,BR,2022-04-17 16:03:28
587,Ulaanbaatar,47.9077,106.8832,28.53,64,0,4.47,clear sky,MN,2022-04-17 16:04:29
588,Batagay,67.6333,134.6333,3.25,98,34,5.21,scattered clouds,RU,2022-04-17 16:04:29
589,Vysokogornyy,50.1167,139.15,21.51,99,100,2.46,overcast clouds,RU,2022-04-17 16:04:30
590,Kedrovyy,56.1667,91.8167,59.41,91,100,5.48,overcast clouds,RU,2022-04-17 16:04:30
591,Rabo de Peixe,37.8,-25.5833,63.91,68,40,18.41,scattered clouds,PT,2022-04-17 16:04:30
592,Nhulunbuy,-12.2333,136.7667,77.61,100,100,4.61,moderate rain,AU,2022-04-17 16:04:31
593,Solhan,38.9634,41.0293,45.68,56,78,4.47,broken clouds,TR,2022-04-17 16:04:31
594,Linhares,-19.3911,-40.0722,81.63,52,94,11.05,overcast clouds,BR,2022-04-17 16:01:11
595,Kuching,1.55,110.3333,80.82,89,20,0.0,few clouds,MY,2022-04-17 16:04:32
596,Maragogi,-9.0122,-35.2225,84.83,69,64,9.08,broken clouds,BR,2022-04-17 16:04:32
597,Poso,-1.3959,120.7524,76.48,90,100,3.58,overcast clouds,ID,2022-04-17 16:04:32
598,Bukachacha,52.9833,116.9167,38.16,62,100,2.8,overcast clouds,RU,2022-04-17 16:04:33
599,San Antonio,29.4241,-98.4936,80.33,79,75,6.91,haze,US,2022-04-17 16:03:53
600,Otavalo,0.2333,-78.2667,64.62,73,81,4.03,light rain,EC,2022-04-17 16:04:33
601,Iqaluit,63.7506,-68.5145,-4.27,70,75,21.85,broken clouds,CA,2022-04-17 16:04:34
602,Njombe,-9.3333,34.7667,58.35,97,80,5.59,broken clouds,TZ,2022-04-17 16:04:34
603,Weilmünster,50.4333,8.3667,63.16,38,2,7.74,clear sky,DE,2022-04-17 16:04:35
604,Tromsø,69.6496,18.957,42.82,81,75,16.11,broken clouds,NO,2022-04-17 16:04:35
605,Grafton,42.207,-71.6856,47.91,55,100,17.27,overcast clouds,US,2022-04-17 16:04:35
606,Nishihara,26.1842,127.7558,65.48,59,0,5.75,clear sky,JP,2022-04-17 16:04:36
607,Altay,47.8667,88.1167,46.62,36,0,11.27,clear sky,CN,2022-04-17 16:04:36
608,Oktyabr'skiy,54.4815,53.471,43.63,83,100,4.38,light rain,RU,2022-04-17 16:04:37
609,Borogontsy,62.6683,131.1683,8.11,97,7,3.42,clear sky,RU,2022-04-17 16:04:37
610,Babu,24.4167,111.5167,54.54,97,100,5.14,overcast clouds,CN,2022-04-17 16:04:37
611,Leh,34.1667,77.5833,42.39,29,62,4.99,broken clouds,IN,2022-04-17 16:04:38
612,Shingū,33.7333,135.9833,57.4,91,91,7.63,overcast clouds,JP,2022-04-17 16:01:36
613,Korla,41.7597,86.1469,58.41,14,0,1.52,clear sky,CN,2022-04-17 16:04:38
614,Kuytun,54.3419,101.5036,48.99,76,90,8.34,overcast clouds,RU,2022-04-17 16:04:39
615,Ostrovnoy,68.0531,39.5131,34.34,97,100,22.12,light snow,RU,2022-04-17 16:04:39
616,Aleksandriya,45.0947,43.2456,58.57,61,49,8.19,scattered clouds,RU,2022-04-17 16:04:40
617,Vila Velha,-20.3297,-40.2925,82.35,61,0,16.11,clear sky,BR,2022-04-17 16:04:40
618,Iranshahr,27.2025,60.6848,91.02,13,53,16.04,broken clouds,IR,2022-04-17 16:04:40
619,Pallapatti,11.6593,78.1342,82.65,65,81,3.98,moderate rain,IN,2022-04-17 16:04:41
620,Bam,29.106,58.357,79.41,24,73,5.5,broken clouds,IR,2022-04-17 16:04:41
621,Rāwah,34.4816,41.9093,77.32,13,0,5.88,clear sky,IQ,2022-04-17 16:04:42
622,Makakilo City,21.3469,-158.0858,72.01,73,0,11.5,clear sky,US,2022-04-17 16:04:42
623,Quatre Cocos,-20.2078,57.7625,78.1,87,49,14.23,moderate rain,MU,2022-04-17 16:04:42
624,North Shore,-36.8,174.75,64.4,86,100,18.99,overcast clouds,NZ,2022-04-17 16:04:43
625,Dali,25.7,100.1833,58.75,62,8,5.46,clear sky,CN,2022-04-17 16:04:43
626,Zverinogolovskoye,54.4586,64.8542,45.27,50,4,7.27,clear sky,RU,2022-04-17 16:04:44
627,Chilca,-12.5211,-76.7372,68.0,80,95,7.85,overcast clouds,PE,2022-04-17 16:04:44
628,Richards Bay,-28.783,32.0377,64.54,93,100,2.04,light rain,ZA,2022-04-17 16:01:33
629,Pochutla,15.7432,-96.4661,91.81,45,48,5.41,scattered clouds,MX,2022-04-17 16:04:45
630,Monte Patria,-30.6919,-70.9467,74.88,35,0,5.17,clear sky,CL,2022-04-17 16:01:14
631,Ayamé,5.6083,-3.1563,79.45,80,100,4.74,overcast clouds,CI,2022-04-17 16:04:45
632,Port-Cartier,50.0334,-66.8654,40.75,82,88,3.29,overcast clouds,CA,2022-04-17 16:04:23
633,Gbadolite,4.2833,21.0167,91.0,41,74,2.91,broken clouds,CD,2022-04-17 16:05:46
634,Walla Walla,46.0646,-118.343,45.86,60,0,10.0,clear sky,US,2022-04-17 16:05:46
635,Ranau,5.9538,116.6641,69.66,98,49,0.49,scattered clouds,MY,2022-04-17 16:05:47
636,Araouane,18.9048,-3.5265,90.91,10,0,13.33,clear sky,ML,2022-04-17 16:05:47
637,Killybegs,54.6333,-8.45,55.11,91,100,9.78,moderate rain,IE,2022-04-17 16:05:48
638,Denpasar,-8.65,115.2167,82.06,88,20,3.44,few clouds,ID,2022-04-17 16:05:48
639,Da Lat,11.9465,108.4419,59.74,98,57,2.44,broken clouds,VN,2022-04-17 16:05:49
640,Mayahi,13.9553,7.6712,98.31,8,82,11.77,broken clouds,NE,2022-04-17 16:05:49
641,Ugoofaaru,5.6667,73.0,84.69,73,100,10.65,overcast clouds,MV,2022-04-17 16:05:49
642,Laas,46.6166,10.7002,60.69,60,66,6.33,broken clouds,IT,2022-04-17 16:05:50
643,Marsh Harbour,26.5412,-77.0636,77.23,72,76,11.79,broken clouds,BS,2022-04-17 16:05:34
644,Brownsville,25.9018,-97.4975,82.4,72,100,17.27,overcast clouds,US,2022-04-17 16:05:50
645,Road Town,18.4167,-64.6167,84.24,61,20,13.8,few clouds,VG,2022-04-17 16:05:51
646,Luorong,24.4058,109.6086,55.09,92,100,6.71,overcast clouds,CN,2022-04-17 16:05:51
647,Celestún,20.8667,-90.4,86.49,53,0,6.53,clear sky,MX,2022-04-17 16:05:52
648,Douglas,41.3,-96.167,40.93,58,100,9.22,overcast clouds,US,2022-04-17 16:05:52
649,Port Blair,11.6667,92.75,82.89,69,39,2.86,scattered clouds,IN,2022-04-17 16:05:53
650,Chernyshevskiy,63.0128,112.4714,35.74,99,100,8.81,overcast clouds,RU,2022-04-17 16:05:53
651,Iasmos,41.1333,25.1833,47.37,89,100,14.41,light rain,GR,2022-04-17 16:05:53
652,Aleppo Governorate,36.25,37.5,71.96,22,78,12.57,broken clouds,SY,2022-04-17 16:05:54
653,Pak Phanang,8.3511,100.202,83.07,79,31,4.81,scattered clouds,TH,2022-04-17 16:05:54
654,Mehamn,71.0357,27.8492,39.15,93,100,12.66,mist,NO,2022-04-17 16:05:55
655,Agadir,30.4202,-9.5982,93.65,26,100,15.48,overcast clouds,MA,2022-04-17 16:05:55
656,Belaya Gora,68.5333,146.4167,-1.68,100,95,3.29,overcast clouds,RU,2022-04-17 16:05:55
657,Mogadishu,2.0371,45.3438,83.35,77,51,13.71,broken clouds,SO,2022-04-17 16:05:56
658,Luba,3.4568,8.5547,83.7,75,82,6.8,light rain,GQ,2022-04-17 16:05:56
659,Juruti,-2.1522,-56.0922,85.93,65,100,3.15,heavy intensity rain,BR,2022-04-17 16:05:56
660,Holme,56.1138,10.1725,56.77,53,3,7.14,clear sky,DK,2022-04-17 16:05:57
661,Villazón,-22.0866,-65.5942,50.38,31,1,3.53,clear sky,BO,2022-04-17 16:05:57
662,Puerto del Rosario,28.5004,-13.8627,78.55,50,40,13.8,scattered clouds,ES,2022-04-17 16:05:58
663,Paamiut,61.994,-49.6678,29.37,77,100,5.64,overcast clouds,GL,2022-04-17 16:05:58
664,Luís Correia,-2.8792,-41.6669,86.0,84,75,9.22,broken clouds,BR,2022-04-17 16:05:59
665,Bull Savanna,17.8868,-77.5902,81.34,63,2,10.8,clear sky,JM,2022-04-17 16:05:59
666,Mossamedes,-15.1961,12.1522,76.35,74,61,9.98,broken clouds,AO,2022-04-17 16:06:00
667,Aksarka,66.5606,67.7975,12.67,89,43,8.12,scattered clouds,RU,2022-04-17 16:06:00
668,Goderich,43.7501,-81.7165,36.91,58,78,13.98,broken clouds,CA,2022-04-17 16:01:37
669,Lake Cowichan,48.825,-124.0546,43.29,80,28,2.33,scattered clouds,CA,2022-04-17 16:06:01
670,Jacareacanga,-6.2222,-57.7528,83.73,79,91,1.83,overcast clouds,BR,2022-04-17 16:06:01
671,Olafsvik,64.8945,-23.7142,42.15,74,100,10.36,overcast clouds,IS,2022-04-17 16:06:01
672,Namatanai,-3.6667,152.4333,80.8,78,99,7.9,overcast clouds,PG,2022-04-17 16:06:02
673,Beyneu,45.3167,55.2,68.05,26,92,5.66,overcast clouds,KZ,2022-04-17 16:06:02
674,Kristinestad,62.2743,21.376,38.66,90,47,5.14,scattered clouds,FI,2022-04-17 16:06:03
675,São João da Barra,-21.6403,-41.0511,78.89,59,5,11.99,clear sky,BR,2022-04-17 16:06:03
676,Samdrup Jongkhar District,26.9167,91.6167,65.7,73,56,3.47,broken clouds,BT,2022-04-17 16:07:04
